date,region,date_provided-date_fournie,count-nombre
2021-07-11,MB,date,<20
2021-07-11,MB,no_date-date_so,<20
2021-07-11,NB,date,<20
2021-07-11,NB,no_date-date_so,<20
2021-07-11,NL,date,<20
2021-07-11,NL,no_date-date_so,<20
2021-07-11,NT,date,<20
2021-07-11,NT,no_date-date_so,<20
2021-07-11,NS,date,<20
2021-07-11,NS,no_date-date_so,<20
2021-07-11,NU,date,<20
2021-07-11,NU,no_date-date_so,<20
2021-07-11,ON,date,<20
2021-07-11,ON,no_date-date_so,<20
2021-07-11,PE,date,<20
2021-07-11,PE,no_date-date_so,<20
2021-07-11,QC,date,<20
2021-07-11,QC,no_date-date_so,<20
2021-07-11,SK,date,<20
2021-07-11,SK,no_date-date_so,<20
2021-07-11,YT,date,<20
2021-07-11,YT,no_date-date_so,<20
2021-07-11,npts-ptso,date,<20
2021-07-11,npts-ptso,no_date-date_so,<20
2021-07-18,AB,date,<20
2021-07-18,AB,no_date-date_so,<20
2021-07-18,BC,date,<20
2021-07-18,BC,no_date-date_so,<20
2021-07-18,MB,date,<20
2021-07-18,MB,no_date-date_so,<20
2021-07-18,NB,date,<20
2021-07-18,NB,no_date-date_so,<20
2021-07-18,NL,date,<20
2021-07-18,NL,no_date-date_so,<20
2021-07-18,NT,date,<20
2021-07-18,NT,no_date-date_so,<20
2021-07-18,NS,date,<20
2021-07-18,NS,no_date-date_so,<20
2021-07-18,NU,date,<20
2021-07-18,NU,no_date-date_so,<20
2021-07-18,ON,date,<20
2021-07-18,ON,no_date-date_so,<20
2021-07-18,PE,date,<20
2021-07-18,PE,no_date-date_so,<20
2021-07-18,QC,date,<20
2021-07-18,QC,no_date-date_so,<20
2021-07-18,SK,date,<20
2021-07-18,SK,no_date-date_so,<20
2021-07-18,YT,date,<20
2021-07-18,YT,no_date-date_so,<20
2021-07-18,npts-ptso,date,<20
2021-07-18,npts-ptso,no_date-date_so,<20
2021-07-25,AB,date,<20
2021-07-25,AB,no_date-date_so,<20
2021-07-25,BC,date,<20
2021-07-25,BC,no_date-date_so,<20
2021-07-25,MB,date,<20
2021-07-25,MB,no_date-date_so,<20
2021-07-25,NB,date,<20
2021-07-25,NB,no_date-date_so,<20
2021-07-25,NL,date,<20
2021-07-25,NL,no_date-date_so,<20
2021-07-25,NT,date,<20
2021-07-25,NT,no_date-date_so,<20
2021-07-25,NS,date,<20
2021-07-25,NS,no_date-date_so,<20
2021-07-25,NU,date,<20
2021-07-25,NU,no_date-date_so,<20
2021-07-25,ON,date,<20
2021-07-25,ON,no_date-date_so,<20
2021-07-25,PE,date,<20
2021-07-25,PE,no_date-date_so,<20
2021-07-25,QC,date,<20
2021-07-25,QC,no_date-date_so,<20
2021-07-25,SK,date,<20
2021-07-25,SK,no_date-date_so,<20
2021-07-25,YT,date,<20
2021-07-25,YT,no_date-date_so,<20
2021-07-25,npts-ptso,date,<20
2021-07-25,npts-ptso,no_date-date_so,<20
2021-08-01,AB,date,<20
2021-08-01,AB,no_date-date_so,<20
2021-08-01,BC,date,<20
2021-08-01,BC,no_date-date_so,<20
2021-08-01,MB,date,<20
2021-08-01,MB,no_date-date_so,<20
2021-08-01,NB,date,<20
2021-08-01,NB,no_date-date_so,<20
2021-08-01,NL,date,<20
2021-08-01,NL,no_date-date_so,<20
2021-08-01,NT,date,<20
2021-08-01,NT,no_date-date_so,<20
2021-08-01,NS,date,<20
2021-08-01,NS,no_date-date_so,<20
2021-08-01,NU,date,<20
2021-08-01,NU,no_date-date_so,<20
2021-08-01,ON,date,<20
2021-08-01,ON,no_date-date_so,<20
2021-08-01,PE,date,<20
2021-08-01,PE,no_date-date_so,<20
2021-08-01,QC,date,<20
2021-08-01,QC,no_date-date_so,<20
2021-08-01,SK,date,<20
2021-08-01,SK,no_date-date_so,<20
2021-08-01,YT,date,<20
2021-08-01,YT,no_date-date_so,<20
2021-08-01,npts-ptso,date,<20
2021-08-01,npts-ptso,no_date-date_so,<20
2021-08-08,AB,date,<20
2021-08-08,AB,no_date-date_so,<20
2021-08-08,BC,date,<20
2021-08-08,BC,no_date-date_so,<20
2021-08-08,MB,date,<20
2021-08-08,MB,no_date-date_so,<20
2021-08-08,NB,date,<20
2021-08-08,NB,no_date-date_so,<20
2021-08-08,NL,date,<20
2021-08-08,NL,no_date-date_so,<20
2021-08-08,NT,date,<20
2021-08-08,NT,no_date-date_so,<20
2021-08-08,NS,date,<20
2021-08-08,NS,no_date-date_so,<20
2021-08-08,NU,date,<20
2021-08-08,NU,no_date-date_so,<20
2021-08-08,ON,date,52
2021-08-08,ON,no_date-date_so,<20
2021-08-08,PE,date,<20
2021-08-08,PE,no_date-date_so,<20
2021-08-08,QC,date,<20
2021-08-08,QC,no_date-date_so,<20
2021-08-08,SK,date,<20
2021-08-08,SK,no_date-date_so,<20
2021-08-08,YT,date,<20
2021-08-08,YT,no_date-date_so,<20
2021-08-08,npts-ptso,date,<20
2021-08-08,npts-ptso,no_date-date_so,<20
2021-08-15,AB,date,<20
2021-08-15,AB,no_date-date_so,<20
2021-08-15,BC,date,<20
2021-08-15,BC,no_date-date_so,<20
2021-08-15,MB,date,<20
2021-08-15,MB,no_date-date_so,<20
2021-08-15,NB,date,<20
2021-08-15,NB,no_date-date_so,<20
2021-08-15,NL,date,<20
2021-08-15,NL,no_date-date_so,<20
2021-08-15,NT,date,<20
2021-08-15,NT,no_date-date_so,<20
2021-08-15,NS,date,<20
2021-08-15,NS,no_date-date_so,<20
2021-08-15,NU,date,<20
2021-08-15,NU,no_date-date_so,<20
2021-08-15,ON,date,68
2021-08-15,ON,no_date-date_so,<20
2021-08-15,PE,date,<20
2021-08-15,PE,no_date-date_so,<20
2021-08-15,QC,date,<20
2021-08-15,QC,no_date-date_so,<20
2021-08-15,SK,date,<20
2021-08-15,SK,no_date-date_so,<20
2021-08-15,YT,date,<20
2021-08-15,YT,no_date-date_so,<20
2021-08-15,npts-ptso,date,<20
2021-08-15,npts-ptso,no_date-date_so,<20
2021-08-22,AB,date,<20
2021-08-22,AB,no_date-date_so,<20
2021-08-22,BC,date,<20
2021-08-22,BC,no_date-date_so,<20
2021-08-22,MB,date,<20
2021-08-22,MB,no_date-date_so,<20
2021-08-22,NB,date,<20
2021-08-22,NB,no_date-date_so,<20
2021-08-22,NL,date,<20
2021-08-22,NL,no_date-date_so,<20
2021-08-22,NT,date,<20
2021-08-22,NT,no_date-date_so,<20
2021-08-22,NS,date,<20
2021-08-22,NS,no_date-date_so,<20
2021-08-22,NU,date,<20
2021-08-22,NU,no_date-date_so,<20
2021-08-22,ON,date,91
2021-08-22,ON,no_date-date_so,<20
2021-08-22,PE,date,<20
2021-08-22,PE,no_date-date_so,<20
2021-08-22,QC,date,<20
2021-08-22,QC,no_date-date_so,<20
2021-08-22,SK,date,<20
2021-08-22,SK,no_date-date_so,<20
2021-08-22,YT,date,<20
2021-08-22,YT,no_date-date_so,<20
2021-08-22,npts-ptso,date,<20
2021-08-22,npts-ptso,no_date-date_so,<20
2021-08-29,AB,date,<20
2021-08-29,AB,no_date-date_so,<20
2021-08-29,BC,date,<20
2021-08-29,BC,no_date-date_so,<20
2021-08-29,MB,date,<20
2021-08-29,MB,no_date-date_so,<20
2021-08-29,NB,date,<20
2021-08-29,NB,no_date-date_so,<20
2021-08-29,NL,date,<20
2021-08-29,NL,no_date-date_so,<20
2021-08-29,NT,date,<20
2021-08-29,NT,no_date-date_so,<20
2021-08-29,NS,date,<20
2021-08-29,NS,no_date-date_so,<20
2021-08-29,NU,date,<20
2021-08-29,NU,no_date-date_so,<20
2021-08-29,ON,date,107
2021-08-29,ON,no_date-date_so,<20
2021-08-29,PE,date,<20
2021-08-29,PE,no_date-date_so,<20
2021-08-29,QC,date,<20
2021-08-29,QC,no_date-date_so,<20
2021-08-29,SK,date,<20
2021-08-29,SK,no_date-date_so,<20
2021-08-29,YT,date,<20
2021-08-29,YT,no_date-date_so,<20
2021-08-29,npts-ptso,date,<20
2021-08-29,npts-ptso,no_date-date_so,<20
2021-09-05,AB,date,<20
2021-09-05,AB,no_date-date_so,<20
2021-09-05,BC,date,<20
2021-09-05,BC,no_date-date_so,<20
2021-09-05,MB,date,<20
2021-09-05,MB,no_date-date_so,<20
2021-09-05,NB,date,<20
2021-09-05,NB,no_date-date_so,<20
2021-09-05,NL,date,<20
2021-09-05,NL,no_date-date_so,<20
2021-09-05,NT,date,<20
2021-09-05,NT,no_date-date_so,<20
2021-09-05,NS,date,<20
2021-09-05,NS,no_date-date_so,<20
2021-09-05,NU,date,<20
2021-09-05,NU,no_date-date_so,<20
2021-09-05,ON,date,104
2021-09-05,ON,no_date-date_so,<20
2021-09-05,PE,date,<20
2021-09-05,PE,no_date-date_so,<20
2021-09-05,QC,date,<20
2021-09-05,QC,no_date-date_so,<20
2021-09-05,SK,date,<20
2021-09-05,SK,no_date-date_so,<20
2021-09-05,YT,date,<20
2021-09-05,YT,no_date-date_so,<20
2021-09-05,npts-ptso,date,<20
2021-09-05,npts-ptso,no_date-date_so,<20
2021-09-12,AB,date,<20
2021-09-12,AB,no_date-date_so,<20
2021-09-12,BC,date,<20
2021-09-12,BC,no_date-date_so,<20
2021-09-12,MB,date,<20
2021-09-12,MB,no_date-date_so,<20
2021-09-12,NB,date,<20
2021-09-12,NB,no_date-date_so,<20
2021-09-12,NL,date,<20
2021-09-12,NL,no_date-date_so,<20
2021-09-12,NT,date,<20
2021-09-12,NT,no_date-date_so,<20
2021-09-12,NS,date,<20
2021-09-12,NS,no_date-date_so,<20
2021-09-12,NU,date,<20
2021-09-12,NU,no_date-date_so,<20
2021-09-12,ON,date,120
2021-09-12,ON,no_date-date_so,<20
2021-09-12,PE,date,<20
2021-09-12,PE,no_date-date_so,<20
2021-09-12,QC,date,<20
2021-09-12,QC,no_date-date_so,<20
2021-09-12,SK,date,24
2021-09-12,SK,no_date-date_so,<20
2021-09-12,YT,date,<20
2021-09-12,YT,no_date-date_so,<20
2021-09-12,npts-ptso,date,<20
2021-09-12,npts-ptso,no_date-date_so,<20
2021-09-19,AB,date,<20
2021-09-19,AB,no_date-date_so,<20
2021-09-19,BC,date,<20
2021-09-19,BC,no_date-date_so,<20
2021-09-19,MB,date,<20
2021-09-19,MB,no_date-date_so,<20
2021-09-19,NB,date,<20
2021-09-19,NB,no_date-date_so,<20
2021-09-19,NL,date,<20
2021-09-19,NL,no_date-date_so,<20
2021-09-19,NT,date,<20
2021-09-19,NT,no_date-date_so,<20
2021-09-19,NS,date,<20
2021-09-19,NS,no_date-date_so,<20
2021-09-19,NU,date,<20
2021-09-19,NU,no_date-date_so,<20
2021-09-19,ON,date,92
2021-09-19,ON,no_date-date_so,<20
2021-09-19,PE,date,<20
2021-09-19,PE,no_date-date_so,<20
2021-09-19,QC,date,<20
2021-09-19,QC,no_date-date_so,<20
2021-09-19,SK,date,40
2021-09-19,SK,no_date-date_so,<20
2021-09-19,YT,date,<20
2021-09-19,YT,no_date-date_so,<20
2021-09-19,npts-ptso,date,<20
2021-09-19,npts-ptso,no_date-date_so,<20
2021-09-26,AB,date,<20
2021-09-26,AB,no_date-date_so,<20
2021-09-26,BC,date,<20
2021-09-26,BC,no_date-date_so,<20
2021-09-26,MB,date,<20
2021-09-26,MB,no_date-date_so,<20
2021-09-26,NB,date,<20
2021-09-26,NB,no_date-date_so,<20
2021-09-26,NL,date,<20
2021-09-26,NL,no_date-date_so,<20
2021-09-26,NT,date,<20
2021-09-26,NT,no_date-date_so,<20
2021-09-26,NS,date,<20
2021-09-26,NS,no_date-date_so,<20
2021-09-26,NU,date,<20
2021-09-26,NU,no_date-date_so,<20
2021-09-26,ON,date,81
2021-09-26,ON,no_date-date_so,<20
2021-09-26,PE,date,<20
2021-09-26,PE,no_date-date_so,<20
2021-09-26,QC,date,<20
2021-09-26,QC,no_date-date_so,<20
2021-09-26,SK,date,29
2021-09-26,SK,no_date-date_so,<20
2021-09-26,YT,date,<20
2021-09-26,YT,no_date-date_so,<20
2021-09-26,npts-ptso,date,<20
2021-09-26,npts-ptso,no_date-date_so,<20
2021-10-03,AB,date,<20
2021-10-03,AB,no_date-date_so,<20
2021-10-03,BC,date,<20
2021-10-03,BC,no_date-date_so,<20
2021-10-03,MB,date,<20
2021-10-03,MB,no_date-date_so,<20
2021-10-03,NB,date,<20
2021-10-03,NB,no_date-date_so,<20
2021-10-03,NL,date,<20
2021-10-03,NL,no_date-date_so,<20
2021-10-03,NT,date,<20
